,Unnamed: 0,Lemma,Roots
510,15037,исполнение,['полн']
511,42667,сожаление,['сожал']
512,16144,кино,['кин']
513,12454,заместитель,['мест']
514,39320,ресурс,['ресурс']
515,514,акция,['акци']
516,39562,рождение,['рожд']
517,331,администрация,['администр']
518,43988,стоимость,['сто']
519,47345,улыбка,['улыб']
520,1189,артист,['артист']
521,42980,сосед,['сосед']
522,48828,фраза,['фраз']
523,48459,фигура,['фигур']
524,44395,субъект,['субъект']
525,43348,список,['пис']
526,38907,реакция,['реак']
527,48798,фотография,"['фото', 'граф']"
528,19780,май,['май']
529,11544,журналист,['журнал']
530,22908,нарушение,['руш']
531,45730,толпа,['толп']
532,12917,заседание,['заседа']
533,44648,существо,['существ']
534,3041,больница,['боль']
535,40731,свойство,['свой']
536,32345,поколение,['кол']
537,10231,долг,['долг']
538,44676,схема,['схем']
539,47777,усилие,['сил']
540,11416,животное,['живот']
541,28197,отличие,['лич']
542,27792,остров,['остров']
543,36646,противник,['против']
544,5423,волна,['волн']
545,44115,страница,['страниц']
546,38909,реализация,['реал']
547,48739,формирование,['форм']
548,11492,житель,['жи']
549,17860,красота,['крас']
550,37019,птица,['пт']
551,38673,растение,['раст']
552,51970,явление,['явл']
553,45321,тень,['тень']
554,49437,храм,['храм']
555,12646,запах,['пах']
556,22578,наличие,['налич']
557,5120,водка,['вод']
558,47139,ужас,['ужас']
559,26568,одежда,['дежд']
560,17947,кресло,['кресл']
561,3046,больной,['боль']
562,32103,поезд,['езд']
563,47492,университет,['университет']
564,46001,традиция,['традици']
565,9245,декабрь,['декабрь']
566,18615,ладонь,['ладонь']
567,340,адрес,['адрес']
568,40501,сведение,['вед']
569,49618,цветок,['цвет']
570,26962,октябрь,['октябрь']
571,19097,лидер,['лидер']
572,41126,сентябрь,['сентябрь']
573,12586,занятие,['заня']
574,52060,январь,['январь']
575,32925,помещение,['мещ']
576,13759,зритель,['зр']
577,39036,редакция,['редакц']
578,43942,стиль,['стиль']
579,4291,весна,['весн']
580,48249,фактор,['фактор']
581,84,август,['август']
582,14009,известие,['вест']
583,11746,зависимость,['завис']
584,28813,охрана,['хран']
585,26021,оборудование,['оборудова']
586,28022,отделение,['дел']
587,17344,концерт,['концерт']
588,38763,расход,['ход']
589,20903,милиция,['милици']
590,6981,выставка,['став']
591,30230,переход,['ход']
592,51705,эпоха,['эпох']
593,42526,собственность,['собственн']
594,44912,тайна,['тайн']
595,39525,родина,['род']
596,36084,произведение,['произвед']
597,12608,запад,['запад']
598,45963,трава,['трав']
599,18598,лагерь,['лагерь']
600,18049,кровать,['кровать']
601,14482,имущество,['имуществ']
602,1026,аппарат,['аппарат']
603,41196,середина,['серед']
604,20129,март,['март']
605,16386,клиент,['клиент']
606,48892,фронт,['фронт']
607,8927,дама,['дам']
608,28421,отрасль,['расль']
609,44317,стул,['стул']
610,2293,беседа,['бесед']
611,35923,продажа,"['прода', 'ж']"
612,12250,законодательство,"['закон', 'да']"
613,31207,повышение,['выш']
614,21783,музей,['музей']
615,41989,след,['след']
616,42826,сомнение,['сомн']
617,32583,полковник,['полк']
618,33043,понимание,['поним']
619,1040,апрель,['апрель']
620,16526,князь,['князь']
621,39889,рыба,['рыб']
622,10784,дума,['дум']
623,44589,сутки,['сутк']
624,50423,чудо,['чуд']
625,16589,кодекс,['кодекс']
626,50754,шея,['ше']
627,44455,судья,['судь']
628,18212,крыша,['кры']
629,23059,настроение,['стро']
630,33781,поток,['ток']
631,34676,преступление,['преступл']
632,10264,должность,['долж']
633,21341,мозг,['мозг']
634,50172,честь,['чес']
635,33591,пост,['пост']
636,10969,еврей,['еврей']
637,15268,июнь,['июнь']
638,43075,сотня,['сот']
639,10135,дождь,['дождь']
640,19013,лестница,['лест']
641,8984,дача,['дач']
642,47878,установка,['станов']
643,34089,появление,['явл']
644,32821,получение,['получ']
645,26062,образец,['образец']
646,46358,труба,['труб']
647,7799,главное,['глав']
648,27581,осень,['осень']
649,17667,костюм,['костюм']
650,1469,баба,['баб']
651,49699,ценность,['цен']
652,37272,пьеса,['пьес']
653,26399,обязанность,['обяз']
654,44862,таблица,['таблиц']
655,4701,вино,['вин']
656,19481,лошадь,['лошадь']
657,5688,воспоминание,['помин']
658,16727,коллега,['коллег']
659,27409,организм,['орган']
660,48176,учреждение,['учрежд']
661,48145,ученик,['уч']
662,28153,открытие,['кры']
663,45765,том,['том']
664,50136,черта,['черт']
665,49050,характеристика,['характер']
666,6754,выполнение,['полн']
667,26006,оборона,['оборон']
668,7009,выступление,['ступл']
669,45296,температура,['температур']
670,35047,приказ,['приказ']
671,31859,подруга,['друг']
672,30322,перспектива,['перспектив']
673,39310,ресторан,['ресторан']
674,11361,жертва,['жертв']
675,16122,километр,"['кило', 'метр']"
676,43426,спор,['спор']
677,4859,вкус,['вкус']
678,36277,промышленность,['промышл']
679,35024,признак,['признак']
680,684,американец,['америк']
681,19317,лоб,['лоб']
682,12218,заключение,['заключ']
683,5732,восток,['восток']
684,14933,исключение,['исключ']
685,16472,ключ,['ключ']
686,33600,постановление,['постановл']
687,42110,слой,['слой']
688,2988,бок,['бок']
689,15266,июль,['июль']
690,29663,перевод,['вод']
691,40968,секретарь,['секретарь']
692,18511,кусок,['кус']
693,42146,слух,['слух']
694,32844,польза,['польз']
695,13431,звонок,['звон']
696,26173,обстановка,['станов']
697,50259,чиновник,['чин']
698,42625,соглашение,['соглаш']
699,39859,русский,['рус']
700,9516,деталь,['деталь']
701,45627,тишина,['тиш']
702,12879,зарплата,"['зар', 'плат']"
703,46660,тюрьма,['тюрьм']
704,31336,подарок,['дар']
705,2560,билет,['билет']
706,52135,ящик,['ящик']
707,17118,конкурс,['конкурс']
708,16505,книжка,['книж']
709,14307,изучение,['уч']
710,49596,царь,['царь']
711,36603,просьба,['прось']
712,42258,смех,['сме']
713,37034,публика,['публик']
714,46989,угроза,['гроз']
715,42855,сообщение,['общ']
716,1873,беда,['бед']
717,22406,назначение,['назнач']
718,2819,блок,['блок']
719,10489,достижение,['достиж']
720,39152,реклама,['реклам']
721,33347,портрет,['портрет']
722,20177,масло,['масл']
723,43659,стакан,['стакан']
724,47731,урок,['урок']
725,49941,часы,['час']
726,17998,крик,['крик']
727,45171,телевизор,"['теле', 'виз']"
728,45129,творчество,['твор']
729,14683,инструмент,['инструмент']
730,18869,лейтенант,['лейтенант']
731,17342,концепция,['концепц']
732,51358,экран,['экран']
733,9973,дно,['дн']
734,38924,реальность,['реаль']
735,15543,канал,['канал']
736,21997,мясо,['мяс']
737,13649,знакомый,['знаком']
738,51170,щека,['щек']
739,17308,конфликт,['конфликт']
740,29714,переговоры,['говор']
741,12686,запись,['пись']
742,3722,вагон,['вагон']
743,30933,площадка,['площадк']
744,33504,последствие,['след']
745,43082,сотрудничество,['труд']
746,13539,зеркало,['зеркал']
747,45784,тон,['тон']
748,399,академия,['академи']
749,33821,потребность,['треб']
750,28998,палата,['палат']
751,25398,ноябрь,['ноябрь']
752,46813,увеличение,['велич']
753,32105,поездка,['езд']
754,10798,дурак,['дур']
755,33756,потеря,['тер']
756,48359,февраль,['февраль']
757,25567,обед,['обед']
758,47923,устройство,['строй']
759,35264,принятие,['приня']
760,29198,парк,['парк']
761,20633,мероприятие,"['мер', 'прия']"
762,4376,вещество,['вещ']
763,40946,сезон,['сезон']
764,15907,категория,['категори']
765,14089,издание,['изда']
766,8378,гостиница,['гостин']
767,45288,темнота,['тем']
768,50002,человечество,['человеч']
769,26335,объединение,"['объ', 'един']"
770,16710,колесо,['колес']
771,27112,опасность,['опас']
772,38085,разрешение,['разреш']
773,16733,коллектив,['коллектив']
774,5272,воздействие,['дей']
775,15507,камера,['камер']
776,42001,следствие,['след']
777,12633,запас,['запас']
778,9934,длина,['длин']
779,26928,округ,['круг']
780,18198,крыло,['крыл']
781,48700,фон,['фон']
782,39549,родственник,['род']
783,15559,кандидат,['кандидат']
784,35512,присутствие,['сутств']
785,8874,давление,['давл']
786,4404,взаимодействие,"['взаим', 'дей']"
787,10455,доска,['доск']
788,29269,партнер,['партнер']
789,9014,двигатель,['двиг']
790,51103,шум,['шум']
791,10496,достоинство,['досто']
792,8544,грех,['грех']
793,25286,нож,['нож']
794,32470,полет,['лет']
795,44137,страсть,['страс']
796,15081,испытание,['испыт']
797,15131,истина,['истин']
798,37959,разница,['раз']
799,27184,оплата,['плат']
800,5113,водитель,['вод']
801,42421,снижение,['ниж']
802,28983,пакет,['пакет']
803,48748,формула,['формул']
804,11408,живот,['живот']
805,15614,капитал,['капитал']
806,21637,мост,['мост']
807,51838,эффект,['эффект']
808,25273,новость,['нов']
809,8751,губернатор,['губерн']
810,6281,вход,['ход']
811,51391,эксперт,['эксперт']
812,10186,доклад,['доклад']
813,42221,смена,['мен']
814,46749,убийство,['убий']
815,30787,платье,['плать']
816,145,автобус,"['авто', 'бус']"
817,15346,кадр,['кадр']
818,45492,тетя,['тет']
819,36990,психология,"['псих', 'лог']"
820,26297,общение,['общ']
821,18764,лев,['лев']
822,36809,процедура,['процедур']
823,35777,проверка,['вер']
824,33298,порог,['порог']
825,37375,рабочий,['рабоч']
826,39226,ремонт,['ремонт']
827,26097,обращение,['обращ']
828,26243,обучение,['уч']
829,26727,ожидание,['жид']
830,29050,памятник,['памят']
831,17445,корень,['корень']
832,22046,наблюдение,['наблюд']
833,3478,буква,['букв']
834,10177,доказательство,['доказ']
835,35025,признание,['призна']
836,51004,штаб,['штаб']
837,33613,постель,['постель']
838,17021,компьютер,['компьютер']
839,4876,владелец,['влад']
840,14588,инженер,['инженер']
841,43756,старуха,['стар']
842,38198,ракета,['ракет']
843,19367,лодка,['лод']
844,41216,серия,['сери']
845,51135,шутка,['шут']
846,4267,вершина,['верш']
847,18826,лед,['лед']
848,6784,выпуск,['пуск']
849,45866,торговля,['торг']
850,18333,кулак,['кулак']
851,24981,нефть,['нефть']
852,49837,цифра,['цифр']
853,21395,молодежь,['молод']
854,23676,недостаток,['доста']
855,17540,корпус,['корпус']
856,44654,сущность,['сущ']
857,40333,сапог,['сапог']
858,44957,талант,['талант']
859,51840,эффективность,['эффект']
860,32670,полоса,['полос']
861,17707,кофе,['кофе']
862,27697,основное,['основ']
863,38587,рассмотрение,['смотр']
864,51027,штат,['штат']
865,40443,сбор,['бор']
866,41993,следователь,['след']
867,20816,мешок,['мешок']
868,11474,жилье,['жиль']
869,27169,описание,['пис']
870,18513,куст,['куст']
871,28083,отказ,['отказ']
872,12491,замок,['мок']
873,39030,редактор,['редакт']
874,9040,дворец,['двор']
875,11635,забота,['забот']
876,30486,пиво,['пив']
877,9688,диван,['диван']
878,44016,столик,['стол']
879,51384,эксперимент,['эксперимент']
880,30439,печать,['печать']
881,16830,кольцо,['кольц']
882,30616,пистолет,['пистолет']
883,36754,профессия,['професси']
884,23271,начальство,['началь']
885,5666,воспитание,['воспит']
886,5607,ворота,['ворот']
887,39435,риск,['риск']
888,10006,добро,['добр']
889,32334,покой,['покой']
890,10706,дружба,['друж']
891,26885,окончание,['конч']
892,10887,дым,['дым']
893,14600,инициатива,['иници']
894,4116,величина,['велич']
895,3205,брак,['брак']
896,12681,записка,['пис']
897,42555,совесть,['совес']
898,17666,кость,['кость']
899,481,активность,['актив']
900,43434,спорт,['спорт']
901,17892,кредит,['кредит']
902,8356,господь,['господь']
903,19787,майор,['майор']
904,33785,потолок,['потолок']
905,17295,конференция,['конференци']
906,2528,библиотека,"['библи', 'тек']"
907,32972,помощник,['мощ']
908,39880,ручка,['руч']
909,17196,конструкция,['конструк']
910,28045,отдых,['дых']
911,20693,металл,['металл']
912,21420,молоко,['молок']
913,46055,транспорт,['транспорт']
914,36187,прокурор,['кур']
915,42659,соединение,['един']
916,34072,поэзия,['поэзи']
917,38619,расстояние,['сто']
918,17818,краска,['крас']
919,41025,село,['сел']
920,20801,мечта,['мечт']
921,10998,еда,['ед']
922,31835,подразделение,['дел']
923,13586,зло,['зл']
924,44836,сюжет,['сюжет']
925,39742,рубеж,['рубеж']
926,41326,сигнал,['сигнал']
927,17949,крест,['крест']
928,1335,атмосфера,"['атмо', 'сфер']"
929,17209,контакт,['контакт']
930,4559,взрыв,['рыв']
931,41321,сигарета,['сигар']
932,4274,вес,['вес']
933,33962,почва,['почв']
934,34558,премия,['преми']
935,5735,восторг,['восторг']
936,13704,золото,['золот']
937,17512,король,['король']
938,50536,шанс,['шанс']
939,32076,подъезд,"['подъ', 'езд']"
940,19942,мальчишка,['мальч']
941,176,автомат,['автомат']
942,28885,очки,['очк']
943,12151,заказ,['заказ']
944,20831,миг,['миг']
945,51072,штука,['штук']
946,50362,чтение,['чт']
947,43642,ставка,['став']
948,33440,поселок,['сел']
949,40653,свидетель,['свиде']
950,44511,сумка,['сум']
951,47056,удивление,['дивл']
952,49116,хвост,['хвост']
953,30358,песок,['песок']
954,31163,поворот,['ворот']
955,5245,возвращение,['вращ']
956,43793,статус,['статус']
957,20365,мгновение,['мгновен']
958,26768,озеро,['озер']
959,44235,строй,['строй']
960,41556,сказка,['сказ']
961,45304,тенденция,['тенденци']
962,29151,параметр,['параметр']
963,4691,вина,['вин']
964,10908,дыхание,['дых']
965,4227,версия,['верси']
966,20228,масштаб,['масштаб']
967,49318,хозяйка,['хозяй']
968,21469,монастырь,['монастырь']
969,10567,дочка,['доч']
970,45003,танец,['танец']
971,51399,эксплуатация,['эксплуат']
972,29540,пенсия,['пенси']
973,35696,приятель,['приятель']
974,16939,коммунист,['коммун']
975,26371,объяснение,"['объ', 'ясн']"
976,22056,набор,['бор']
977,37247,пыль,['пыль']
978,36086,производитель,['производ']
979,48542,философия,"['фил', 'соф']"
980,48106,уход,['ход']
981,21721,мощность,['мощ']
982,26404,обязательство,['обяз']
983,8230,горло,['горл']
984,17996,кризис,['кризис']
985,47208,указание,['указ']
986,30761,плата,['плат']
987,51959,яблоко,['яблок']
988,34599,препарат,['препарат']
989,9235,действительность,['действительн']
990,27759,остаток,['оста']
991,21629,москвич,['москв']
992,14222,изображение,['изображ']
993,40863,сделка,['дел']
994,43154,сочинение,['сочин']
995,45007,танк,['танк']
996,32410,покупатель,['куп']
997,13157,затрата,['трат']
998,44246,строка,['строк']
999,11004,единица,['един']
