слово,корень
белужий,бел
подлесок,лес
ножевой,ног(ж)_2
купальник,куп_2
пустоцвет,цвет
зимний,зим
носильщик,нос_1
землянин,земл
моложавый,молод_2
лесовик,лес
овощной,овощ
горесть,гор
домище,дом
работать,раб_1
окольцованный,кольц
восход,ход
наушники,уш
дворник,двор
родственный,род
кормщик,корм_2
застройка,строй
хлебороб,хлеб
зернистый,зерн
лесной,лес
накормить,корм_1
надстройка,строй
красивый,крас_1
радушие,рад
носорог,нос_2
кольцеброс,кольц
голосишко,голос
листовидный,лист
словарь,слов
браток,брат
палисадник,сад
белобрысый,бел
ворон,ворон
болезненный,бол
добро,добр
перестройка,строй
добрыня,добр
снежок,снег
курник,кур_1
перегрузка,груз
летающий,лёт
каменщик,кам
игровой,игр
добренький,добр
ледниковый,лед
судоходный,суд_1
листок,лист
игривый,игр
побеждённый,побед
столик,стол
садовничий,сад
мороженщик,мороз
нахлебник,хлеб
снос,нос_1
ножонка,ног(ж)_1
дубок,дуб
листопад,лист
медведь,мед
вызвездить,звезд
ледорез,лед
земля,земл
зверьё,звер
зимовщик,зим
дорожка,дорог_1
игротека,игр
краска,крас_3
листоед,лист
картография,карт
словесность,слов
жаровня,жар
мороженое,мороз
озимь,зим
ножовочный,ног(ж)_2
ракета-носитель,рак
холодостойкий,холод
носатый,нос_2
дубовик,дуб
леток,лёт
содружество,друж
престол,стол
веснушки,весн
пожар,жар
ледокол,лед
застолье,стол
обморожение,мороз
водопад,вод
кольцевание,кольц
куровод,кур_1
переноска,нос_1
замораживать,мороз
зажарить,жар
дозвониться,звон
гуськом,гус_1
окружной,круг(ж)_2
уши,уш
козлятник,коз
колокол,кол
братание,брат
вездеход,ход
неподсудный,суд_2
бойница,бой
грузовик,груз
весельчак,весел
звоночек,звон
домина,дом
звездолёт,звезд
зерновой,зерн
землица,земл
красноватый,крас_2
зазубрить,зубр_2
ракетчик,рак
вешний,весн
столичный,стол
по-братски,брат
лосепитомник,лос
землевладелец,земл
белолобый,бел
игрушечный,игр
медвежата,мед
конезавод,кон
похолодание,холод
судовладелец,суд_1
колечко,кольц
лось,лос
купленный,куп_1
лётчик,лёт
дворня,двор
боевой,бой
встроенный,строй
породниться,род
белошвейка,бел
звёздный,звезд
дружина,друж
поход,ход
краситель,крас_3
воробьёнок,вороб
словоупотребление,слов
холодок,холод
гласность,голос
больной,бол
перелёт,лёт
холодильник,холод
подворье,двор
посадка,сад
цветущий,цвет
зверствовать,звер
воробей,вороб
водица,вод
болезнь,бол
звёздчатый,звезд
словарный,слов
веселить,весел
молодчик,молод_1
работница,раб_1
боеголовка,бой
соцветие,цвет
воробьиха,вороб
обрадовать,рад
снегурочка,снег
солнцеворот,солнц
спортобщество,спорт
берёзовый,берёз
рабство,раб_2
летучий,лёт
покупка,куп_1
гласный,голос
хлебопёк,хлеб
коза,коз
братан,брат
красивенький,крас_1
землемер,земл
лёт,лёт
козлобородый,коз
снежинка,снег
берёзочка,берёз
ракетный,рак
ушанка,уш
подлёдный,лед
камень,кам
кружевница,круг(ж)_1
купец,куп_1
дружественный,друж
садоводство,сад
горе,гор
тренировочный,трен
картишки,карт
подорожник,дорог_1
звездоплавание,звезд
овощеводческий,овощ
крашеный,крас_3
развеселить,весел
речевой,реч_2
лесозащитный,лес
горевать,гор
зубрёжка,зубр_2
красильщик,крас_3
медуница,мед
зимовье,зим
тренированный,трен
ранить,ран_2
спортсменка,спорт
раскрашивание,крас_3
реченька,реч_1
гуслярский,гус_2
походка,ход
звёздочка,звезд
родной,род
воронушка,ворон
солонка,сол
домохозяйка,дом
прожарить,жар
камнеломня,кам
солнцестояние,солнц
солнцестояние,солнц
зимушка,зим
мёд,мед
родители,род
подкормка,корм_1
придорожный,дорог_1
коневодство,кон
воронята,ворон
голодание,голод
гусятница,гус_1
спортлото,спорт
водяной,вод
разгрузить,груз
овощеводство,овощ
солоноватый,сол
вороньё,ворон
рассадить,сад
дороже,дорог_2
развесёлый,весел
жарища,жар
грузчик,груз
звонит,звон
бойцовый,бой
по-зимнему,зим
зверёк,звер
посадочный,сад
подыграть,игр
медведица,мед
ворона,ворон
летать,лёт
окружность,круг(ж)_2
кожемяка,кож
дворовый,двор
садовник,сад
рабовладение,раб_2
холодно,холод
злословие,слов
листочек,лист
ножны,ног(ж)_2
пожарный,жар
колокольня,кол
изречение,реч_2
подземелье,земл
каменный,кам
работник,раб_1
снегозадержание,снег
берёзушка,берёз
розыгрыш,игр
кожа,кож
больничка,бол
груз,груз
послесловие,слов
воробьишка,вороб
воробьятник,вороб
цветение,цвет
ранка,ран_2
повеселеть,весел
прохладный,холод
лосёнок,лос
вислоухий,уш
кольцо,кольц
солевой,сол
звонок,звон
самолёт,лёт
кормёжка,корм_1
судостроение,суд_1
по-отечески,отец
домоводство,дом
болельщик,бол
лесозаготовка,лес
солнечный,солнц
холодец,холод
головка,голов
хлебозаготовка,хлеб
окаменеть,кам
земледелец,земл
гусляр,гус_2
весёлость,весел
слово,слов
тренажёр,трен
стройбат,строй
ледоруб,лед
игрище,игр
дорожить,дорог_2
радующий,рад
дружный,друж
судить,суд_2
воробьиная,вороб
братик,брат
головоломка,голов 
ранний,ран_1
травянистый,трав
красильный,крас_3
звездолёт,лёт
садовод,сад
белоснежный,снег
грузный,груз
домовитый,дом
белить,бел
поднос,нос_1
головонька,голов
цветник,цвет
играть,игр
боец,бой
раболепие,раб_2
главный,голов
курица,кур_1
строить,строй
кружить,круг(ж)_2
зерно,зерн
лосеферма,лос
курицын,кур_1
дружно,друж
колокольчик,кол
коновал,кон
друзья,друж
кормление,корм_1
грузило,груз
красоваться,крас_1
родиться,род
голодать,голод
звездопад,звезд
зверство,звер
ножка,ног(ж)_1
дубинка,дуб
морозильник,мороз
пожарник,жар
ледовый,лед
перезвонить,звон
землекоп,земл
гусельки,гус_2
окрас,крас_3
братский,брат
горюн,гор
разнотравье,трав
вход,ход
бездорожье,дорог_1
белохвостый,бел
израненный,ран_2
ходунки,ход
овощесушилка,овощ
домостроение,строй
натренированный,трен
водянка,вод
веселье,весел
отгружать,груз
словоохотливый,слов
победоносный,побед
морозилка,мороз
жарко,жар
дворянин,двор
холодильный,холод
курятина,кур_1
звонко,звон
весёленький,весел
носовой,нос_2
буквенный,бук
тренировка,трен
вертолёт,лёт
охлаждённый,холод
вызубрить,зубр_2
солянка,сол
молодчина,молод_1
домработница,дом
болеть,бол
лосиный,лос
домик,дом
гусиный,гус_1
водовоз,вод
предзимье,зим
зверёныш,звер
отечество,отец
буковка,бук
коневод,кон
краснота,крас_2
цветы,цвет
водопой,вод
лесостепь,лес
камнепад,кам
наводнение,вод
конный,кон
травник,трав
отчий,отец
подобреть,добр
козлиный,коз
перезвон,звон
лесопарк,лес
ракетница,рак
белорыбица,бел
солнцеобразный,солнц
погрузка,груз
речка,реч_1
столоваться,стол
лосиха,лос
саженец,сад
солонец,сол
солонец,сол
дубрава,дуб
друг,друж
конник,кон
травополье,трав
спортинвентарь,спорт
белолицый,бел
заземление,земл
козий,коз
садик,сад
лёд,лед
победитель,побед
травосеяние,трав
хлеборезка,хлеб
словесник,слов
родственник,род
горемыка,гор
кольцевой,кольц
красотка,крас_1
лесок,лес
бойцовский,бой
снеговик,снег
длинноносый,нос_2
родина,род
зверюшка,звер
жареный,жар
кожанка,кож
рановато,ран_1
конюх,кон
овощехранилище,овощ
ходули,ход
подруга,друж
боеприпасы,бой
колокольный,кол
березина,берёз
травяной,трав
кожзаменитель,кож
раненый,ран_2
подножный,ног(ж)_1
бойня,бой
карточка,карт
пристройка,строй
снегоуборка,снег
голосистый,голос
построен,строй
солнцелюбивый,солнц
судёнышко,суд_1
молодёжь,молод_2
зверский,звер
краснощёкий,крас_2
взлёт,лёт
водолаз,вод
молодушка,молод_2
работящий,раб_1
столица,стол
горестный,гор
добровольно,добр
тренер,трен
морозостойкий,мороз
белый,бел
пересол,сол
голосовать,голос
камнеломка,кам
победа,побед
строиться,строй
бездомный,дом
носилки,нос_1
голод,голод
курятник,кур_1
курилка,кур_2
болячка,бол
воробышек,вороб
землепашец,земл
звериный,звер
победить,побед
дубина,дуб
зубрёнок,зубр_1
кружение,круг(ж)_2
весной,весн
кожеед,кож
босоножки,ног(ж)_1
красильня,крас_3
красавица,крас_1
козерог,коз
молодецкий,молод_1
хлебец,хлеб
кольцевидный,кольц
головной,голов
дорого,дорог_2
подсолнух,солнц
судья,суд_2
ракетоносец,рак
красавка,крас_1
звонница,звон
по-дорожному,дорог_1
цвести,цвет
судейство,суд_2
стройплощадка,строй
жаропрочный,жар
дружище,друж
голосина,голос
кожевник,кож
побеждающий,побед
домовладение,дом
кольчуга,кольц
доброта,добр
трёхголовый,голов
белозубый,бел
домушник,дом
зимник,зим
подголосок,голос
гружёный,груз
козёл,коз
краснеть,крас_2
подмораживать,мороз
поголовно,голов
кругом,круг(ж)_2
словоизменение,слов
звонарь,звон
солнце,солнц
первоцвет,цвет
букварь,бук
домишко,дом
козлище,коз
столяр,стол
травоядный,трав
ушастый,уш
медведка,мед
кожник,кож
голодуха,голод
словосочетание,слов
рабский,раб_2
домострой,дом
жара,жар
постройка,строй
игра,игр
медовый,мед
травочка,трав
купальный,куп_2
радушный,рад
морозец,мороз
белок,бел
подводный,вод
медвежатник,мед
конница,кон
буквальный,бук
зубрище,зубр_1
дубинушка,дуб
охладить,холод
ранение,ран_2
зверски,звер
непобеждённый,побед
конеферма,кон
козлята,коз
красота,крас_1
дубовый,дуб
больница,бол
дружинник,друж
дубравушка,дуб
побеждать,побед
водоворот,вод
овощемоечный,овощ
заснеженный,снег
созвездие,звезд
травушка,трав
конёк,кон
спорттовары,спорт
зоосад,сад
купечество,куп_1
медонос,мед
домочадец,дом
зверолов,звер
хлебопашец,хлеб
водопровод,вод
солить,сол
камнемёт,кам
зубрёночек,зубр_1
окурок,кур_2
камнерез,кам
картинный,карт
гуслярный,гус_2
спортклуб,спорт
голова,голов
заболевание,бол
вороний,ворон
звероферма,звер
карта,карт
дворецкий,двор
козлятина,коз
кормить,корм_1
дубняк,дуб
картина,карт
зверюга,звер
снегоход,снег
весна,весн
солеварня,сол
безухий,уш
огласка,голос
кружевоплетение,круг(ж)_1
грачата,грач
зернодробилка,зерн
наземный,земл
ракетодром,рак
букварик,бук
ходить,ход
радость,рад
выходить,ход
подводник,вод
по-весеннему,весн
воробейчик,вороб
воронёночек,ворон
ушко,уш
голосование,голос
рабыня,раб_2
камнеобработка,кам
картинка,карт
колокольчиковый,кол
зубробизон,зубр_1
горемычный,гор
горюшко,гор
весело,весел
садочек,сад
рабочий,раб_1
носик,нос_2
дороговато,дорог_2
красавчик,крас_1
подберёзовик,берёз
землетрясение,земл
голодно,голод
ледяной,лед
братишка,брат
дворняжка,двор
хлебоуборочный,хлеб
звонкий,звон
подсудимый,суд_2
переболеть,бол
кружок,круг(ж)_2
хлебосол,хлеб
выигрывать,игр
кружевной,круг(ж)_1
братия,брат
кормилец,корм_1
пораньше,ран_1
носитель,нос_1
движение,вод
весняночка,весн
озвереть,звер
согласный,голос
кожица,кож
добросовестный,добр
поранить,ран_2
снегирь,снег
цветочный,цвет
ходики,ход
водичка,вод
заголовок,голов
братск,брат
колоколенка,кол
головомойка,голов
задобрить,добр
рассада,сад
столовая,стол
надворный,двор
радёхонька,рад
гусёнок,гус_1
звезда,звезд
землянка,земл
букинист,бук
водоём,вод
тренировать,трен
земляк,земл
радостный,рад
ледышка,лед
козочка,коз
голодовка,голод
выигрыш,игр
отечественный,отец
междуречье,реч_1
предисловие,слов
красить,крас_3
раскраска,крас_3
речистый,реч_2
впроголодь,голод
подземный,земл
травостой,трав
добряк,добр
грачиха,грач
зёрнышко,зерн
повеселиться,весел
хлебушек,хлеб
голосить,голос
столярный,стол
лесопилка,лес
хлебница,хлеб
холодить,холод
грачонок,грач
озвончение,звон
жарить,жар
победивший,побед
братец,брат
словечко,слов
берёзин,берёз
берёза,берёз
каменотёс,кам
перезимовать,зим
грачик,грач
подснежник,снег
зверовод,звер
голосище,голос
столище,стол
вокруг,круг(ж)_2
лесничий,лес
земельный,земл
холодина,холод
медок,мед
лесник,лес
ушной,уш
куроед,кур_1
конка,кон
ледянка,лед
листик,лист
раньше,ран_1
стольный,стол
надомник,дом
стройка,строй
овощерезка,овощ
вода,вод
тренерский,трен
солёный,сол
мороженщица,мороз
зернохранилище,зерн
воронёнок,ворон
ракетостроение,рак
лосёночек,лос
травница,трав
березняк,берёз
побелка,бел
земелька,земл
краснуха,крас_2
раненько,ран_1
коновязь,кон
домосед,дом
собрат,брат
кожаный,кож
медосбор,мед
хлебозавод,хлеб
звонкоголосый,звон
тренироваться,трен
дружить,друж
строитель,строй
зимовка,зим
зазвонить,звон
конский,кон
берёзка,берёз
подорожание,дорог_2
словотворчество,слов
теплоход,ход
снежный,снег
кормило,корм_2
полёт,лёт
дороговизна,дорог_2
хлебопекарня,хлеб
лосятина,лос
лесосека,лес
радёшенек,рад
азбука,бук
купля,куп_1
молоденький,молод_2
речник,реч_1
зверинец,звер
кружевце,круг(ж)_1
больничный,бол
поджарить,жар
голодающий,голод
морозище,мороз
кожух,кож
купель,куп_2
словцо,слов
соление,сол
землячка,земл
земной,земл
полесье,лес
куриный,кур_1
круглый,круг(ж)_2
веселящийся,весел
ножовка,ног(ж)_2
голодный,голод
голосовой,голос
нагрузка,груз
подкрасить,крас_3
луноход,ход
тренинг,трен
звереть,звер
дворец,двор
зимовать,зим
лесоруб,лес
козлёнок,коз
молодость,молод_2
радостно,рад
домовладелец,дом
поречье,реч_1
весёлый,весел
головотяп,голов
головёнка,голов
лиственный,лист
красногрудый,крас_2
веселёшенька,весел
добросовестно,добр
добродетель,добр
победный,побед
добродетельный,добр
отчим,отец
непобедимый,побед
конина,кон
тренаж,трен
лётный,лёт
кругляк,круг(ж)_2
морозить,мороз
столярничать,стол
листообразный,лист
солонина,сол
добродушный,добр
картограф,карт
грачиный,грач
буквоед,бук
конокрад,кон
ножик,ног(ж)_2
лосята,лос
домовой,дом
трезвонить,звон
игрун,игр
дубочек,дуб
родительский,род
лесоповал,лес
лиственница,лист
колоколец,кол
жаркое,жар
горькие,гор
картотека,карт
грачовник,грач
застольный,стол
стольничий,стол
гусыня,гус_1
снеготаяние,снег
заболеть,бол
спортплощадка,спорт
купава,куп_2
ножищи,ног(ж)_1
веселиться,весел
кожушок,кож
медвежонок,мед
травинка,трав
веснянка,весн
кольцеобразный,кольц
болеющий,бол
спортсмен,спорт
подороже,дорог_2
головища,голов
хлебобулочный,хлеб
земляной,земл
цветочек,цвет
снегопад,снег
трава,трав
молодняк,молод_2
спортивный,спорт
зубрилка,зубр_2
лесосплав,лес
закурить,кур_2
ледник,лед
подушка,уш
кормовой,корм_2
веснушечка,весн
лосёвый,лос
подсолнечный,солнц
спортзал,спорт
берёзонькин,берёз
лесничество,лес
купание,куп_2
каменка,кам
речетатив,реч_2
грачище,грач
ножницы,ног(ж)_2
заморозка,мороз
конюшня,кон
гусак,гус_1
проигрыш,игр
изголодаться,голод
звездочёт,звезд
боевитость,бой
дворцовый,двор
боевик,бой
отче,отец
кожный,кож
садовый,сад
каменистый,кам
дуб,дуб
словообразование,слов
сыгранность,игр
белуга,бел
уховёртка,уш
прохлада,холод
головастик,голов
дружеский,друж
дворик,двор
судопроизводство,суд_2
водохлёб,вод
придворный,двор
зима,зим
заработок,раб_1
земледелие,земл
рань,ран_1
дубьё,дуб
отчество,отец
искупаться,куп_2
снегокат,снег
расцветать,цвет
судимость,суд_2
ушник,уш
солнышко,солнц
азбучный,бук
веснушчатый,весн
сажать,сад
хлебный,хлеб
окольцевать,кольц
морозный,мороз
покупать,куп_1
медвежий,мед
молодчага,молод_1
берёзонька,берёз
озимый,зим
весенний,весн
зерноуборочный,зерн
ножной,ног(ж)_1
холодновато,холод
головушка,голов
пересадка,сад
зимородок,зим
кормчий,корм_2
предзимний,зим
ракета,рак
молодка,молод_2
кожура,кож
поджарка,жар
переход,ход
словарик,слов
буква,бук
головорез,голов
лосий,лос
листовёртка,лист
заглавие,голов
моложе,молод_2
водный,вод
холоднокровный,холод
паводок,вод
зерноочистка,зерн
пригорюниться,гор
колоколище,кол
берёзкин,берёз
жар-птица,жар
перетренироваться,трен
зимующий,зим
краскопульт,крас_3
словесный,слов
лесистый,лес
ледок,лед
земляника,земл
грачишка,грач
травинушка,трав
добросердечный,добр
курочка,кур_1
хлебопродукты,хлеб
подработка,раб_1
кормушка,корм_1
речной,реч_1
наигрыш,игр
судовой,суд_1
гусёночек,гус_1
оглавление,голов
боёк,бой
грузить,груз
проворонить,ворон
братство,брат
подсолнечник,солнц
курильщик,кур_2
звездообразный,звезд
добровольный,добр
оречевление,реч_2
овощевод,овощ
звонче,звон
цветовод,цвет
дорогой,дорог_1
козлик,коз
зимостойкий,зим
играющий,игр
подкожный,кож
солончак,сол
больно,бол
белоручка,бел
спорткомплекс,спорт
победительница,побед
заморозок,мороз
игрок,игр
травка,трав
букварный,бук
утконос,нос_2
трезвон,звон
солнцепёк,солнц
травонька,трав
недосол,сол
радующийся,рад
воробьята,вороб
голосок,голос
боеспособный,бой
застройщик,строй
добрый,добр
солнцезащитный,солнц
строительный,строй
гусята,гус_1
обледенение,лед
холодище,холод
речонка,реч_1
игрушка,игр
